ingreso_mensual,historial_crediticio,monto_prestamo,edad,empleo_estable,ratio_deuda_ingreso,capacidad_pago,score_riesgo_edad,moroso
1957.6,568,12405.32,57,1,0.5281,1337.34,0,0
1851.53,785,42578.13,67,1,1.9164,-277.38,1,0
2224.86,498,6675.72,30,0,0.25,1891.08,0,1
4094.45,580,31788.43,70,0,0.647,2505.03,1,1
5461.78,446,41390.88,71,1,0.6315,3392.24,1,1
5215.45,501,11296.9,56,1,0.1805,4650.61,0,0
1767.68,719,14633.65,58,1,0.6899,1036.0,0,0
4525.27,822,5656.99,27,1,0.1042,4242.42,0,0
3273.45,551,37641.58,46,1,0.9583,1391.37,0,0
4432.3,465,6721.11,18,0,0.1264,4096.24,1,1
3098.72,546,22347.95,23,1,0.601,1981.33,1,0
2930.54,713,23834.39,30,0,0.6778,1738.82,0,1
4939.0,490,17138.41,61,0,0.2892,4082.08,0,1
5727.99,561,5344.74,69,1,0.0778,5460.75,1,0
1453.26,786,27559.95,63,1,1.5804,75.26,0,0
2166.57,785,28607.74,69,0,1.1003,736.18,1,1
1096.62,744,26626.72,25,0,2.0234,-234.72,0,1
5529.76,316,12825.52,29,1,0.1933,4888.48,0,1
5564.28,810,18653.86,46,1,0.2794,4631.59,0,0
4140.65,421,32220.5,38,1,0.6485,2529.62,0,1
2108.18,535,12151.13,42,1,0.4803,1500.62,0,0
3979.51,794,25984.98,44,1,0.5441,2680.26,0,0
2586.99,498,22879.5,22,1,0.737,1443.01,1,1
3311.45,627,10702.95,47,1,0.2693,2776.31,0,0
2614.86,360,9899.74,44,1,0.3155,2119.87,0,1
1641.02,646,36802.39,35,0,1.8689,-199.1,0,1
5011.07,479,44316.3,58,1,0.737,2795.26,0,1
4037.68,713,24891.0,71,1,0.5137,2793.13,1,0
6136.6,844,15368.11,56,1,0.2087,5368.2,0,0
1198.55,433,44112.21,30,1,3.0671,-1007.06,0,1
4780.77,459,25792.18,46,1,0.4496,3491.16,0,1
3566.4,769,39588.26,69,1,0.925,1586.99,1,0
6448.38,355,38342.96,39,1,0.4955,4531.23,0,1
5655.02,660,28918.73,34,0,0.4262,4209.09,0,0
3051.56,573,32407.3,28,0,0.885,1431.2,0,1
2549.79,808,38367.53,40,1,1.2539,631.41,0,0
2667.59,536,34944.84,26,1,1.0916,920.35,0,0
6056.93,697,39511.34,56,1,0.5436,4081.37,0,0
2341.94,306,37670.79,58,1,1.3404,458.4,0,1
6220.73,739,41567.36,39,1,0.5568,4142.36,0,0
2534.95,835,21256.91,49,1,0.6988,1472.11,0,0
6427.81,524,20749.49,58,1,0.269,5390.33,0,0
4588.51,350,5679.69,24,0,0.1032,4304.53,1,1
6028.3,477,4105.28,66,0,0.0568,5823.04,1,1
1025.0,392,16619.14,58,1,1.3511,194.04,0,1
2465.14,374,41682.97,26,1,1.4091,380.99,0,1
4992.25,757,37503.32,19,1,0.626,3117.09,1,0
4749.3,645,39131.32,32,0,0.6866,2792.74,0,1
4033.82,731,4254.16,45,0,0.0879,3821.11,0,0
2892.07,801,4226.65,57,1,0.1218,2680.74,0,0
2507.77,517,12803.52,30,0,0.4255,1867.6,0,0
2416.82,572,11388.88,64,0,0.3927,1847.38,0,0
2536.53,490,31068.04,68,1,1.0207,983.12,1,1
3066.25,509,23729.73,36,0,0.6449,1879.76,0,1
3530.64,452,6834.71,30,1,0.1613,3188.91,0,1
2343.43,703,22099.74,55,1,0.7859,1238.44,0,0
3310.75,770,41006.45,35,1,1.0322,1260.43,0,0
3786.88,770,14039.47,62,0,0.3089,3084.91,0,0
3817.44,386,17804.08,62,0,0.3887,2927.24,0,1
2369.46,496,6845.45,71,0,0.2408,2027.19,1,1
3010.57,574,35161.92,42,0,0.9733,1252.48,0,1
2943.39,359,25569.01,48,1,0.7239,1664.94,0,1
2861.61,676,16760.18,35,1,0.4881,2023.6,0,0
2393.87,526,29130.5,46,1,1.0141,937.35,0,0
3254.06,755,32370.34,29,0,0.829,1635.55,0,1
5346.94,814,37955.78,46,1,0.5915,3449.15,0,0
4288.65,811,18729.67,61,1,0.3639,3352.16,0,0
5349.82,730,23659.44,62,0,0.3685,4166.85,0,0
4738.75,591,37932.83,34,0,0.6671,2842.11,0,1
2890.43,509,30925.49,44,0,0.8916,1344.15,0,1
1025.0,325,24304.33,69,0,1.976,-190.22,1,1
3731.52,388,44273.75,56,1,0.9887,1517.83,0,1
6770.27,338,20738.65,65,1,0.2553,5733.33,0,1
3698.42,310,29780.13,34,1,0.671,2209.42,0,1
5821.39,689,44133.53,51,1,0.6318,3614.71,0,0
3644.52,623,36630.73,28,0,0.8376,1812.98,0,1
6325.84,424,13204.74,46,1,0.174,5665.6,0,1
5220.35,713,10104.55,59,0,0.1613,4715.13,0,0
4955.41,735,6654.22,19,1,0.1119,4622.7,1,0
4518.58,697,14928.04,52,1,0.2753,3772.18,0,0
5197.26,721,12866.13,43,0,0.2063,4553.95,0,0
4876.14,651,17279.42,58,1,0.2953,4012.17,0,0
4141.07,619,43633.81,67,1,0.8781,1959.38,1,0
6799.71,627,35252.1,28,1,0.432,5037.1,0,0
4455.51,328,11413.59,27,1,0.2135,3884.83,0,1
4430.95,319,30097.33,34,0,0.566,2926.08,0,1
3363.44,575,42432.57,57,1,1.0513,1241.81,0,0
3774.43,562,42341.32,44,0,0.9348,1657.36,0,1
4220.01,832,23335.17,25,1,0.4608,3053.25,0,0
1266.98,748,23923.54,44,0,1.5735,70.8,0,1
1721.66,314,10194.42,71,1,0.4934,1211.94,1,1
3731.95,842,17367.16,64,1,0.3878,2863.59,0,0
1673.54,629,27024.13,62,1,1.3457,322.33,0,0
3386.44,467,11836.54,68,0,0.2913,2794.61,1,1
3050.64,348,26175.22,58,1,0.715,1741.88,0,1
5138.98,490,21546.59,69,1,0.3494,4061.65,1,1
2617.58,612,39649.69,32,1,1.2623,635.09,0,0
3953.92,389,38959.91,29,1,0.8211,2005.92,0,1
4166.45,420,38794.13,29,1,0.7759,2226.75,0,1
4342.2,362,26861.11,61,1,0.5155,2999.14,0,1
2903.15,584,43379.18,45,1,1.2452,734.19,0,0
6615.7,445,23494.99,38,1,0.2959,5440.95,0,1
4215.84,737,15885.03,22,1,0.314,3421.59,1,0
3805.63,566,6201.5,49,1,0.1358,3495.56,0,0
3645.51,302,37587.15,22,1,0.8592,1766.15,1,1
2428.99,379,16580.39,49,0,0.5688,1599.97,0,1
5342.87,685,16910.66,62,0,0.2638,4497.34,0,0
4811.8,418,12925.41,71,1,0.2238,4165.53,1,1
2499.8,848,41587.73,71,1,1.3864,420.41,1,0
6078.62,836,14389.69,53,1,0.1973,5359.14,0,0
5384.47,677,25184.12,21,1,0.3898,4125.26,1,0
3542.71,749,10753.07,59,1,0.2529,3005.05,0,0
3807.28,560,11893.02,41,1,0.2603,3212.63,0,0
3722.65,636,30685.47,35,1,0.6869,2188.38,0,0
5882.51,491,20549.58,47,1,0.2911,4855.03,0,1
5779.83,567,32521.32,20,1,0.4689,4153.76,1,0
6611.03,772,13423.13,70,0,0.1692,5939.87,1,0
4262.53,500,10329.23,38,0,0.2019,3746.06,0,0
5555.22,643,21576.97,64,1,0.3237,4476.37,0,0
5878.55,527,16624.52,50,1,0.2357,5047.32,0,0
3107.15,767,22024.13,34,1,0.5907,2005.94,0,0
4504.35,606,42748.27,21,1,0.7909,2366.94,1,0
5697.57,325,13028.92,24,1,0.1906,5046.12,1,1
3789.87,570,4718.71,50,1,0.1038,3553.94,0,0
2523.29,330,9552.88,24,1,0.3155,2045.65,1,1
4327.5,627,21328.56,18,1,0.4107,3261.07,1,0
4002.07,662,22192.23,29,1,0.4621,2892.46,0,0
4768.46,651,7727.92,36,1,0.1351,4382.06,0,0
4650.18,429,13844.71,44,1,0.2481,3957.94,0,1
3208.46,630,21477.71,60,1,0.5578,2134.57,0,0
3244.26,403,20739.34,56,0,0.5327,2207.29,0,1
1391.63,502,10267.99,18,1,0.6149,878.23,1,0
3619.11,784,36517.24,66,0,0.8408,1793.25,1,1
3224.13,508,36688.89,41,1,0.9483,1389.69,0,0
4115.96,804,32362.63,35,0,0.6552,2497.83,0,1
4706.62,838,22923.07,47,1,0.4059,3560.47,0,0
4979.12,579,42332.43,39,1,0.7085,2862.5,0,0
5411.43,494,31682.39,22,0,0.4879,3827.31,1,1
4841.14,366,41511.36,45,1,0.7146,2765.57,0,1
1025.0,648,13795.61,38,1,1.1216,335.22,0,0
1025.0,840,39176.59,44,1,3.1851,-933.83,0,0
1025.0,472,29850.58,23,1,2.4269,-467.53,1,1
2838.63,300,17610.56,48,1,0.517,1958.1,0,1
1025.0,759,31844.3,60,0,2.589,-567.21,0,1
1953.56,322,16074.7,33,1,0.6857,1149.82,0,1
3684.31,626,21282.27,47,1,0.4814,2620.19,0,0
3635.18,805,31599.92,49,1,0.7244,2055.19,0,0
4650.16,391,28692.83,22,1,0.5142,3215.51,1,1
3467.78,633,23126.85,23,1,0.5558,2311.44,1,0
1985.48,330,5332.09,40,1,0.2238,1718.88,0,1
3461.01,453,7627.21,41,1,0.1836,3079.65,0,1
2618.27,529,6765.87,56,1,0.2153,2279.97,0,0
5031.53,399,31853.75,31,0,0.5276,3438.84,0,1
4155.86,330,8054.67,71,0,0.1615,3753.13,1,1
2053.67,645,21466.21,36,1,0.8711,980.36,0,0
2526.77,504,7084.28,56,1,0.2336,2172.56,0,0
6738.82,607,25345.99,70,0,0.3134,5471.52,1,0
3526.63,448,17315.6,52,1,0.4092,2660.85,0,1
1261.21,627,36314.53,22,1,2.3994,-554.51,1,0
3553.11,735,30380.24,43,1,0.7125,2034.1,0,0
2640.4,542,15098.93,34,1,0.4765,1885.46,0,0
4091.38,644,29916.05,59,0,0.6093,2595.58,0,1
2935.06,576,15972.02,46,1,0.4535,2136.46,0,0
3341.22,661,41476.91,65,1,1.0345,1267.37,0,0
2288.9,779,11052.39,53,1,0.4024,1736.28,0,0
4450.88,363,43261.66,29,0,0.81,2287.8,0,1
4291.77,506,34041.1,67,1,0.661,2589.71,1,0
5104.87,451,40401.6,23,1,0.6595,3084.79,1,1
5468.52,602,28072.91,37,0,0.4278,4064.87,0,0
6282.83,690,12006.54,53,0,0.1593,5682.5,0,0
4864.18,410,13873.63,37,1,0.2377,4170.5,0,1
5410.07,758,34410.86,44,1,0.53,3689.53,0,0
2952.83,630,42056.07,20,0,1.1869,850.03,1,1
5040.63,764,22767.75,49,1,0.3764,3902.24,0,0
5812.8,354,33829.3,20,1,0.485,4121.34,1,1
1545.11,584,5762.69,18,1,0.3108,1256.98,1,0
3569.31,411,32324.07,67,1,0.7547,1953.11,1,1
2559.53,774,9990.06,64,0,0.3253,2060.03,0,0
3341.9,742,31258.77,27,1,0.7795,1778.96,0,0
4392.99,401,19002.4,46,1,0.3605,3442.87,0,1
3091.99,784,42072.57,45,1,1.1339,988.36,0,0
4318.53,671,18179.89,45,1,0.3508,3409.53,0,0
2923.17,401,9801.2,20,1,0.2794,2433.11,1,1
5375.85,522,13042.74,36,1,0.2022,4723.72,0,0
3945.17,508,5206.5,41,0,0.11,3684.84,0,0
3683.82,563,9806.61,34,0,0.2218,3193.49,0,0
5776.57,569,11066.73,46,0,0.1596,5223.24,0,0
5462.18,466,16014.51,51,1,0.2443,4661.45,0,1
3496.12,724,29818.55,63,1,0.7108,2005.2,0,0
4711.62,744,24254.92,40,0,0.429,3498.87,0,0
1322.09,700,9266.38,39,0,0.5841,858.77,0,1
5040.99,776,21007.86,60,1,0.3473,3990.6,0,0
5329.23,538,27912.45,36,1,0.4365,3933.61,0,0
4781.99,704,30825.21,25,0,0.5372,3240.73,0,1
4127.12,649,13091.27,52,1,0.2643,3472.56,0,0
3776.78,820,26310.54,30,1,0.5805,2461.25,0,0
3000.19,666,25694.41,38,1,0.7137,1715.47,0,0
2593.6,565,31875.16,33,1,1.0242,999.84,0,0
3486.14,814,15652.02,27,1,0.3741,2703.53,0,0
3532.12,592,30672.14,45,0,0.7236,1998.52,0,1
3495.34,562,22111.88,54,1,0.5272,2389.75,0,0
3332.4,396,17595.63,63,1,0.44,2452.62,0,1
6533.03,800,29224.14,58,0,0.3728,5071.82,0,0
3771.6,843,8989.7,44,1,0.1986,3322.12,0,0
3472.22,664,28872.67,40,1,0.6929,2028.59,0,0
2589.69,763,26945.96,33,0,0.8671,1242.39,0,1
3478.74,501,9191.44,38,1,0.2202,3019.17,0,0
3835.89,564,24733.91,22,0,0.5373,2599.2,1,1
4545.36,337,38595.19,53,0,0.7076,2615.6,0,1
4255.62,592,24748.1,49,1,0.4846,3018.22,0,0
5126.28,582,33742.88,66,1,0.5485,3439.13,1,0
6074.78,398,8915.63,58,1,0.1223,5629.0,0,1
1692.87,821,42412.34,60,1,2.0878,-427.75,0,0
4074.59,384,15121.62,54,1,0.3093,3318.51,0,1
4708.85,782,40131.49,26,1,0.7102,2702.28,0,0
3422.06,311,29223.45,40,1,0.7116,1960.89,0,1
5865.77,500,25768.35,42,1,0.3661,4577.35,0,0
4957.54,326,31355.77,34,0,0.5271,3389.75,0,1
5840.76,784,13035.97,65,1,0.186,5188.96,0,0
5647.41,651,39868.88,59,1,0.5883,3653.96,0,0
3293.24,697,26547.63,63,1,0.6718,1965.86,0,0
4042.51,762,15259.85,61,1,0.3146,3279.52,0,0
4680.5,405,25903.05,55,1,0.4612,3385.35,0,1
2135.19,511,5764.74,53,1,0.225,1846.95,0,0
3890.26,490,30223.93,57,0,0.6474,2379.06,0,1
4106.02,656,22487.85,46,0,0.4564,2981.62,0,0
3215.93,400,27986.56,38,0,0.7252,1816.6,0,1
3631.98,628,36042.01,18,1,0.827,1829.88,1,0
4405.55,320,5355.01,68,0,0.1013,4137.8,1,1
3709.32,335,23425.93,55,1,0.5263,2538.03,0,1
5917.42,729,17552.58,54,1,0.2472,5039.79,0,0
4523.19,414,8947.81,71,0,0.1649,4075.8,1,1
4313.17,618,21139.62,62,0,0.4084,3256.19,0,0
2400.72,634,27089.21,32,1,0.9403,1046.26,0,0
5002.05,394,39813.89,41,0,0.6633,3011.35,0,1
3884.28,579,26990.91,25,1,0.5791,2534.73,0,0
2160.18,659,44736.17,33,0,1.7258,-76.63,0,1
3744.32,603,5771.12,36,1,0.1284,3455.77,0,0
4966.15,735,11924.33,18,1,0.2001,4369.94,1,0
2125.04,542,15652.82,39,1,0.6138,1342.4,0,0
5798.37,317,5874.27,70,1,0.0844,5504.66,1,1
2002.52,520,23029.94,63,1,0.9584,851.03,0,0
4000.06,591,4278.86,61,1,0.0891,3786.11,0,0
3504.4,362,43749.85,45,0,1.0404,1316.91,0,1
4447.04,567,31712.82,36,0,0.5943,2861.39,0,1
1025.0,815,6475.59,67,1,0.5265,701.22,1,0
2826.57,486,26749.71,46,1,0.7886,1489.09,0,1
6093.79,618,27676.41,67,1,0.3785,4709.97,1,0
3980.5,621,41626.63,42,0,0.8715,1899.17,0,1
2337.98,821,34027.72,24,1,1.2129,636.59,1,0
6266.57,629,26171.36,19,0,0.348,4958.0,1,0
2758.58,447,10539.45,20,0,0.3184,2231.61,1,1
3290.39,662,35185.61,27,1,0.8911,1531.11,0,0
1468.35,448,12478.21,21,1,0.7082,844.44,1,1
3081.54,549,34878.5,25,1,0.9432,1337.61,0,0
5117.43,838,26667.06,36,1,0.4343,3784.07,0,0
4487.23,750,8018.57,57,0,0.1489,4086.3,0,0
5268.65,691,32909.39,30,1,0.5205,3623.18,0,0
2075.86,349,37013.52,20,0,1.4859,225.18,1,1
5926.22,413,25321.43,30,1,0.3561,4660.14,0,1
1924.15,323,5420.72,44,1,0.2348,1653.11,0,1
3979.47,321,26571.9,48,0,0.5564,2650.88,0,1
4137.07,634,5401.54,66,1,0.1088,3866.99,1,0
3265.86,505,28632.15,23,0,0.7306,1834.26,1,1
4470.34,778,32776.08,46,1,0.611,2831.54,0,0
1025.0,549,5770.05,29,1,0.4691,736.5,0,0
4435.68,697,14631.01,50,1,0.2749,3704.13,0,0
4408.24,705,22977.94,27,1,0.4344,3259.35,0,0
5667.63,670,12830.59,24,1,0.1887,5026.1,1,0
5067.11,756,42996.73,49,0,0.7071,2917.27,0,1
4944.77,607,41307.56,42,1,0.6961,2879.39,0,0
1025.0,638,33381.91,30,1,2.714,-644.1,0,0
5479.84,444,7221.17,20,1,0.1098,5118.78,1,1
6284.82,810,24668.97,64,0,0.3271,5051.37,0,0
4054.23,810,44258.38,56,1,0.9097,1841.31,0,0
3531.71,368,29258.3,38,0,0.6904,2068.79,0,1
3378.3,607,16255.61,22,0,0.401,2565.52,1,0
4500.03,762,6528.37,53,0,0.1209,4173.61,0,0
5204.1,329,13288.58,34,1,0.2128,4539.67,0,1
4593.72,843,5793.88,33,1,0.1051,4304.03,0,0
3227.21,306,7561.54,45,0,0.1953,2849.14,0,1
4616.87,492,21752.19,52,0,0.3926,3529.26,0,1
5202.77,365,20973.65,49,1,0.3359,4154.08,0,1
4302.7,325,6912.29,64,1,0.1339,3957.08,0,1
2501.76,726,13917.23,21,1,0.4636,1805.9,1,0
3106.44,475,20818.16,60,1,0.5585,2065.53,0,1
3835.59,530,31076.38,34,0,0.6752,2281.77,0,1
3321.67,550,44140.42,48,0,1.1074,1114.65,0,1
3179.08,571,17858.59,69,0,0.4681,2286.15,1,0
3986.22,344,9950.29,21,0,0.208,3488.71,1,1
3545.65,322,17515.16,36,1,0.4117,2669.89,0,1
2722.04,625,41943.03,54,0,1.2841,624.89,0,1
4606.22,467,18699.47,37,1,0.3383,3671.25,0,1
4917.11,592,19185.06,23,1,0.3251,3957.85,1,0
2117.42,414,13777.68,37,0,0.5422,1428.53,0,1
5068.88,822,40415.88,35,1,0.6644,3048.09,0,0
5394.9,794,17778.58,35,1,0.2746,4505.97,0,0
5760.22,393,21674.37,55,1,0.3136,4676.5,0,1
4327.51,521,18822.41,41,0,0.3625,3386.39,0,0
4620.54,837,35877.15,50,1,0.6471,2826.68,0,0
5702.58,530,25215.4,65,1,0.3685,4441.81,0,0
5071.45,654,6217.02,42,1,0.1022,4760.6,0,0
4926.81,407,7891.39,47,1,0.1335,4532.24,0,1
2146.49,843,44741.69,30,1,1.737,-90.6,0,0
4571.26,719,13526.77,54,1,0.2466,3894.92,0,0
1653.4,630,18841.55,55,0,0.9496,711.32,0,1
3115.61,355,30537.72,28,1,0.8168,1588.72,0,1
3443.45,596,21292.17,43,1,0.5153,2378.84,0,0
3440.14,658,17743.77,51,1,0.4298,2552.95,0,0
2829.25,518,39016.22,34,1,1.1492,878.44,0,0
4411.13,713,33040.55,56,1,0.6242,2759.1,0,0
3853.84,634,16749.14,56,0,0.3622,3016.38,0,0
1461.47,505,44263.74,32,0,2.5239,-751.72,0,1
4406.45,591,36942.52,43,1,0.6986,2559.32,0,0
3008.26,351,20738.45,24,0,0.5745,1971.34,1,1
2833.74,479,5712.59,62,0,0.168,2548.11,0,1
4655.31,585,23601.38,56,1,0.4225,3475.24,0,0
3031.35,587,30565.27,36,1,0.8403,1503.09,0,0
3003.44,588,33482.69,48,1,0.929,1329.3,0,0
3510.49,377,15050.94,53,1,0.3573,2757.94,0,1
3571.3,801,28920.99,46,1,0.6748,2125.25,0,0
2516.86,572,29879.43,47,0,0.9893,1022.89,0,1
7113.36,727,4950.66,56,1,0.058,6865.83,0,0
3206.61,629,40723.75,42,1,1.0583,1170.42,0,0
3019.9,529,40558.15,42,1,1.1192,991.99,0,0
3671.55,704,27311.95,65,1,0.6199,2305.95,0,0
3186.95,584,33530.44,18,1,0.8768,1510.43,1,0
1335.59,737,9830.99,44,0,0.6134,844.04,0,1
6001.07,330,43593.6,50,1,0.6054,3821.39,0,1
4269.09,315,7819.26,37,1,0.1526,3878.13,0,1
1978.34,696,9547.74,43,1,0.4022,1500.95,0,0
1025.0,456,28615.38,71,1,2.3265,-405.77,1,1
3661.06,405,12316.59,31,0,0.2804,3045.23,0,1
3684.06,358,6844.49,20,0,0.1548,3341.83,1,1
4183.21,366,19347.04,63,0,0.3854,3215.86,0,1
4438.17,482,10382.86,19,1,0.195,3919.03,1,1
2062.04,618,10800.76,42,1,0.4365,1522.0,0,0
5594.44,775,30497.22,65,1,0.4543,4069.58,0,0
5368.7,515,38244.02,62,1,0.5936,3456.5,0,0
3836.34,708,34445.74,33,1,0.7482,2114.05,0,0
5548.59,697,29163.73,69,1,0.438,4090.4,1,0
2524.92,630,8883.69,51,1,0.2932,2080.73,0,0
2753.49,528,37623.08,33,1,1.1386,872.34,0,0
4374.76,721,42128.27,25,1,0.8025,2268.34,0,0
3335.76,521,15352.73,43,1,0.3835,2568.12,0,0
3140.92,686,26935.37,53,0,0.7146,1794.15,0,1
2840.1,396,16682.41,42,1,0.4895,2005.98,0,1
4022.97,713,11179.51,22,1,0.2316,3463.99,1,0
4004.6,348,42496.03,65,0,0.8843,1879.8,0,1
4226.15,728,35851.59,70,0,0.7069,2433.57,1,1
5176.81,376,11474.93,31,1,0.1847,4603.07,0,1
4899.91,548,15770.55,44,1,0.2682,4111.38,0,0
1842.52,512,15669.95,26,1,0.7087,1059.03,0,0
4946.45,534,43845.77,29,1,0.7387,2754.17,0,0
9374.42,335,4521.09,68,0,0.0402,9148.37,1,1
2997.61,834,33191.19,51,0,0.9227,1338.05,0,1
1697.9,569,10230.54,46,1,0.5021,1186.38,0,0
5687.77,426,27107.35,70,0,0.3972,4332.4,1,1
3587.29,360,14992.51,65,0,0.3483,2837.67,0,1
3627.38,743,11088.93,25,1,0.2548,3072.93,0,0
4429.2,671,21328.68,27,1,0.4013,3362.76,0,0
4068.55,611,39210.83,63,1,0.8031,2108.01,0,0
4195.88,828,43747.18,26,1,0.8689,2008.52,0,0
2299.11,388,18357.12,52,1,0.6654,1381.25,0,1
1703.24,816,12906.87,70,1,0.6315,1057.9,1,0
3603.04,426,32162.04,70,1,0.7439,1994.94,1,1
3289.75,346,24075.48,53,1,0.6099,2085.97,0,1
1025.0,694,20331.44,20,1,1.653,8.43,1,0
2865.71,641,14954.54,25,1,0.4349,2117.99,0,0
1057.36,455,12411.24,32,1,0.9782,436.79,0,1
4186.13,537,18678.58,54,0,0.3718,3252.2,0,0
4828.33,487,28211.35,19,1,0.4869,3417.76,1,1
4111.71,831,12525.59,56,1,0.2539,3485.43,0,0
3720.46,373,14164.79,25,0,0.3173,3012.22,0,1
3552.11,841,36449.87,62,1,0.8551,1729.62,0,0
6689.99,364,23447.86,48,1,0.2921,5517.59,0,1
2995.4,383,9506.6,69,0,0.2645,2520.07,1,1
6148.73,741,27702.59,29,1,0.3755,4763.6,0,0
5409.31,394,20195.82,27,1,0.3111,4399.52,0,1
2169.76,814,7471.35,51,0,0.2869,1796.2,0,0
6977.73,340,17317.71,24,0,0.2068,6111.85,1,1
4935.75,382,33657.6,61,0,0.5683,3252.87,0,1
2048.73,591,22709.33,63,0,0.9237,913.26,0,1
3362.96,480,26830.13,61,0,0.6648,2021.46,0,1
5367.82,536,7825.17,41,1,0.1215,4976.56,0,0
2346.93,825,35296.29,58,1,1.2533,582.11,0,0
2313.94,577,9457.03,53,0,0.3406,1841.09,0,0
3708.06,772,43619.5,57,1,0.9803,1527.08,0,0
5155.07,796,8928.07,60,1,0.1443,4708.66,0,0
4153.13,442,18339.65,47,1,0.368,3236.15,0,1
3885.74,692,35223.38,37,1,0.7554,2124.57,0,0
5112.45,838,43317.56,49,0,0.7061,2946.58,0,1
5078.14,598,12689.88,39,1,0.2082,4443.64,0,0
1436.41,712,23654.33,26,1,1.3723,253.69,0,0
3542.6,718,6551.95,30,1,0.1541,3215.01,0,0
4622.55,518,19744.55,55,0,0.3559,3635.33,0,0
1025.0,307,12041.91,43,1,0.979,422.9,0,1
2813.38,509,5175.72,60,1,0.1533,2554.6,0,0
3290.48,404,34159.08,19,1,0.8651,1582.53,1,1
2362.0,729,28514.73,56,0,1.006,936.26,0,1
4663.29,416,40107.9,46,1,0.7167,2657.9,0,1
4923.52,763,11005.54,43,1,0.1863,4373.24,0,0
3171.16,707,16206.37,57,1,0.4259,2360.84,0,0
3942.82,748,35844.22,57,1,0.7576,2150.61,0,0
4094.32,518,34940.65,70,1,0.7112,2347.29,1,0
4084.36,473,13684.41,46,0,0.2792,3400.14,0,1
4397.4,455,34380.8,31,1,0.6515,2678.36,0,1
3399.39,701,32397.65,67,0,0.7942,1779.51,1,1
4772.64,578,38881.21,18,0,0.6789,2828.58,1,1
2032.66,318,24505.84,19,0,1.0047,807.37,1,1
7293.13,388,15104.4,30,0,0.1726,6537.91,0,1
4718.44,514,15479.35,18,1,0.2734,3944.48,1,0
4556.88,749,15785.73,38,1,0.2887,3767.59,0,0
4222.07,484,20141.32,35,1,0.3975,3215.0,0,1
3444.31,745,17623.52,35,0,0.4264,2563.14,0,0
4756.66,420,22665.94,56,0,0.3971,3623.36,0,1
1340.81,796,36646.84,70,0,2.2777,-491.53,1,1
6322.45,466,17550.45,47,0,0.2313,5444.93,0,1
4770.38,387,42934.32,20,1,0.75,2623.67,1,1
3069.87,825,18611.78,22,1,0.5052,2139.28,1,0
2413.66,487,44137.6,40,1,1.5239,206.78,0,1
5604.64,352,41274.34,60,1,0.6137,3540.93,0,1
5383.15,833,43181.07,23,0,0.6685,3224.1,1,1
1025.0,789,14505.62,50,0,1.1793,299.72,0,1
1954.53,813,29596.68,60,1,1.2619,474.69,0,0
5536.18,447,30050.53,19,1,0.4523,4033.66,1,1
1180.72,590,36019.88,56,1,2.5422,-620.27,0,0
5119.83,364,5396.14,57,1,0.0878,4850.03,0,1
4189.17,348,18534.85,64,0,0.3687,3262.43,0,1
5592.68,433,40086.58,38,1,0.5973,3588.35,0,1
3568.59,538,21032.44,47,0,0.4911,2516.97,0,0
1765.57,307,6367.88,57,1,0.3006,1447.17,0,1
1025.0,644,31270.11,30,1,2.5423,-538.51,0,0
1991.81,695,41755.36,50,1,1.747,-95.96,0,0
5019.8,788,34856.24,42,1,0.5786,3276.99,0,0
5857.32,330,13114.82,28,0,0.1866,5201.58,0,1
1025.0,559,31522.42,63,1,2.5628,-551.12,0,0
3751.98,844,22372.37,39,1,0.4969,2633.36,0,0
6635.82,769,39300.91,24,1,0.4935,4670.78,1,0
4634.47,486,22146.13,30,1,0.3982,3527.17,0,1
2795.63,542,21852.62,47,0,0.6514,1703.0,0,1
4946.3,555,12899.52,27,1,0.2173,4301.33,0,0
2282.46,616,13815.09,40,1,0.5044,1591.7,0,0
1626.84,414,10405.37,44,0,0.533,1106.57,0,1
4152.98,618,9812.28,70,1,0.1969,3662.36,1,0
4280.39,604,30078.22,68,1,0.5856,2776.48,1,0
1842.64,427,23653.61,56,1,1.0697,659.96,0,1
3551.57,467,7982.35,33,1,0.1873,3152.46,0,1
5051.39,622,37911.44,39,0,0.6254,3155.82,0,1
4787.82,569,31859.93,47,1,0.5545,3194.83,0,0
6145.26,791,6551.76,63,1,0.0888,5817.67,0,0
2185.29,374,30642.07,67,1,1.1685,653.19,1,1
2654.18,774,11294.32,29,1,0.3546,2089.47,0,0
3897.8,596,35758.47,30,1,0.7645,2109.88,0,0
4295.62,581,15920.61,25,1,0.3089,3499.59,0,0
2906.23,431,11089.9,26,1,0.318,2351.74,0,1
5733.91,336,15901.21,50,1,0.2311,4938.85,0,1
4652.32,689,35910.2,60,1,0.6432,2856.81,0,0
3417.64,415,21187.71,32,1,0.5166,2358.26,0,1
7595.09,789,12477.99,71,0,0.1369,6971.19,1,0
2604.2,528,31207.49,38,0,0.9986,1043.83,0,1
3315.41,480,21713.15,27,1,0.5458,2229.75,0,1
4331.4,475,21597.08,54,1,0.4155,3251.55,0,1
1774.67,818,41407.74,37,1,1.9444,-295.72,0,0
2575.47,535,35641.64,55,1,1.1532,793.39,0,0
4510.8,504,22855.46,46,0,0.4222,3368.03,0,0
5084.64,440,30975.97,44,0,0.5077,3535.84,0,1
